"Congress believes in caste-based politics, says PM Modi in Bhilwara, Rajasthan","Rajasthan,BJP,Election,Good Governance,Governance Reform,Karyakarta,Heritage,History,Development,Corruption,Terrorism,India First,Defence,Surgical Strike,Law and Order,Justice,Tribal Community,Empowering the Poor,Democracy,Voters,Constitution,Babasaheb Ambedkar,Human Development,Sabka Saath Sabka Vikas,Next Generation Infrastructure,Swachh Bharat Abhiyan,Banking,LPG,Pradhan Mantri Ujjwala Yojana,Nari Shakti,Women Empowerment,Drinking Water Supply Scheme,Transport,Road,Pradhan Mantri Gram Sadak Yojana,Highway,Indian Railways,Yuva Shakti,Jobs,Employment,MUDRA,Skill Development,Atal Bihari Vajpayee,Pradhan Mantri Awas Yojana,Housing,LED,NCC,Mobile,Manufacturing,Agriculture,Farmer Welfare,Pradhan Mantri Fasal Bima Yojana,Beti Bachao Beti Padhao,Optical Fibre,Connectivity,Medical,Ayushman Bharat Yojana,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-bhilwara-rajasthan,11
"BJP believes in strengthening unity in India, Congress speaks about dividing India: PM Modi","Rajasthan,BJP,Karyakarta,Election,Good Governance,Governance Reform,Development,Empowering the Poor,Infrastructure,Next Generation Infrastructure,Tribal Community,OBC community,Corruption,Democracy,Defence,Sant Kabir,Resources,Guru Nanak Dev,Sikh Community,Sabka Saath Sabka Vikas,Farmer Welfare,Agriculture,India First,Yuva Shakti,Culture,Human Development,Terrorism,Law and Order,Justice,Ayodhya,Supreme Court,Education,Health,Highway,Transport,Pradhan Mantri Ujjwala Yojana,Nari Shakti,Women Empowerment,LPG,One Rank One Pension,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-public-meeting-at-alwar-rajasthan,12
"The people of India are our high command, we are committed to fulfill all their aspirations: PM Modi","BJP,Election,Madhya Pradesh,Good Governance,Karyakarta,Governance Reform,Development,Health,Hospital,Drinking Water Supply Scheme,Pradhan Mantri Krishi Sinchai Yojna,Irrigation,Farming,Agriculture,Farmer Welfare,Yuva Shakti,Education,Voters,Tourism,Temple,Employment,Jobs,Technology,Mobile,Digital India,Empowerment,Common Service Centers,Gram Panchayat,Indian Railways,Nari Shakti,Girl Child Education,MUDRA,Banking,Start up India,Skill India,Judicial Reforms,Women Empowerment,Children,Demonetisation,Democracy,Ayushman Bharat Yojana,Sardar Patel,Neem Coating Urea,Fertilizer,Jan Dhan Yojana,Pradhan Mantri Ujjwala Yojana,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-in-chhatarpur-madhya-pradesh,13
"Our mantra is ""Act East and Act fast for India’s East"": PM Modi in Mizoram","Mizoram,Public Rally,Election,BJP,Infrastructure,UDAN,Highway,Telecom,Road,Employment,Yuva Shakti,Youth,Jobs,Ease Of Living,Tourism,Start up India,Sports,Commonwealth,Football,Human Development,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-lunglei-mizoram,14
"The nation is now moving towards Gas Based Economy, says PM Modi","Good Governance,LPG,Natural Gas,Next Generation Infrastructure,Infrastructure,Clean Energy,Smart City,Economy,CNG,Governance Reform,Transforming India,Globalization,Ease Of Living,#Ease Of Doing Business,Yuva Shakti,Jobs,Employment,Pradhan Mantri Ujjwala Yojana,Culture,Automobile,Waste management,Agriculture,Gobar Dhan Yojana,Environment,Renewable Energy,LED,Technology,Pollution,Development,Transport,New India,Farming,Petronet LNG,Power Sector,Mission Indradhanush,Fertilizer,Macro-Economy,Biofuel,Biogas,Telecom,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-the-foundation-stone-laying-of-city-gas-distribution-cgd-projects-under-9th-cgd-bidding-round-at-vigyan-bhawan-new-delhi-,15
"The 'remote control' Congress government never paid attention to Madhya Pradesh's needs: PM Modi","BJP,Election,Jhabua,Madhya Pradesh,Karyakarta,Good Governance,Governance Reform,Voters,Culture,Environment,Nature,Tribal Community,Conservation,Technology,Video Conference,Nari Shakti,Women Empowerment,Start up India,MUDRA,Economy,Development,Yuva Shakti,Jobs,Industries,Next Generation Infrastructure,Road,Pradhan Mantri Gram Sadak Yojana,Rural Development,Infrastructure,Pradhan Mantri Awas Yojana,Chandra Shekhar Azad,Freedom Fighters,Sabka Saath Sabka Vikas,Farmer Welfare,Farmers,Agriculture,Housing,Electricity for all,Swachh Bharat Abhiyan,Pradhan Mantri Ujjwala Yojana,Clean Energy,Pradhan Mantri Krishi Sinchai Yojna,Irrigation,Commonwealth,Demonetisation,Empowering the Poor,Health,Hospital,Stent,Pradhan Mantri Jan Aushadhi Kendra,Direct Benefit Transfer,Ayushman Bharat Yojana,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-in-rewa-madhya-pradesh-,16
"Corruption had ruined the nation when Congress was in power: PM Modi in Jhabua, Madhya Pradesh","BJP,Election,Jhabua,Madhya Pradesh,Karyakarta,Good Governance,Governance Reform,Voters,Culture,Environment,Nature,Tribal Community,Conservation,Technology,Video Conference,Nari Shakti,Women Empowerment,Start up India,MUDRA,Economy,Development,Yuva Shakti,Jobs,Industries,Next Generation Infrastructure,Road,Pradhan Mantri Gram Sadak Yojana,Rural Development,Infrastructure,Pradhan Mantri Awas Yojana,Chandra Shekhar Azad,Freedom Fighters,Sabka Saath Sabka Vikas,Farmer Welfare,Farmers,Agriculture,Housing,Electricity for all,Swachh Bharat Abhiyan,Pradhan Mantri Ujjwala Yojana,Clean Energy,Pradhan Mantri Krishi Sinchai Yojna,Irrigation,Commonwealth,Demonetisation,Empowering the Poor,Health,Hospital,Stent,Pradhan Mantri Jan Aushadhi Kendra,Direct Benefit Transfer,Ayushman Bharat Yojana,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-in-jhabua-madhya-pradesh-,17
Aim is to make India a 5 trillion dollar economy in the shortest possible time: PM Modi,"Ease Of Doing Business,Technology,Good Governance,Economy,MSME,Law & Order,Business,IMF,New India,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-on-ease-of-doing-business-,18
Day by day the Congress is bettering itself when it comes to manufacturing lies: PM Modi in Chhindwara,"Chhindwara,Madhya Pradesh,BJP,Election,Karyakarta,Good Governance,Governance Reform,Human Development,Culture,Corruption,Voters,Development,Electricity,Road,Hospital,Infrastructure,Sports,Indian Railways,Farmer Welfare,Farmers,Drinking Water Supply Scheme,Manufacturing,Education,Nari Shakti,Women Empowerment,Rural Development,Urban Development,Yuva Shakti,Youth,Democracy,Parliament,Jan Dhan Yojana,Digital India,Aadhaar,Technology,School,Direct Benefit Transfer,Children,Empowering the Poor,Surgical Strike,Water Conservation,Soil Health Card,Fertilizer,Pradhan Mantri Fasal Bima Yojana,Media,Pradhan Mantri Awas Yojana,Swachh Bharat Abhiyan,LPG,Ayushman Bharat Yojana,Indore,Tourism,India First,Trading,Smart City,Metro Rail,Sardar Sarovar Dam,NCC,#Ease Of Doing Business,World Bank,MSME Awards,MUDRA,GST Bill,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-in-chhindwara-madhya-pradesh-,19
Congress always puts one family first and the nation’s welfare secondary: PM Modi,"BJP,Chhattisgarh,Mahasamund,Elections,Development,Good Governance,Governance Reform,Empowering the Poor,Infrastructure,Corruption,Terrorism,Statehood Day,Yuva Shakti,Youth,Democracy,Farmers,Farmer Welfare,Agriculture,MSP,Neem Coating Urea,Pradhan Mantri Fasal Bima Yojana,Electricity for all,Pradhan Mantri Krishi Sinchai Yojna,Solar Power,Soil Health Card,Clean Energy,Fertilizer,Pradhan Mantri Awas Yojana,Housing,Banking,Skill Development,Start up India,MUDRA,Non Performing Asset,Voters,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speeach-at-mahasamund-chhattisgarh,20
"MP means 'Maximum Progress': PM Modi in Gwalior","BJP,Madhya Pradesh,Election,Tribal Community,Good Governance,Development,Education,Children,Voters,Democracy,Corruption,Infrastructure,Next Generation Infrastructure,Road,Hospital,School,Ayushman Bharat Yojana,Women Empowerment,Nari Shakti,Pradhan Mantri Awas Yojana,Pradhan Mantri Ujjwala Yojana,Banking,Gwalior,Speeches,Emergency,Atal Bihari Vajpayee,Farmers,Smart City,MUDRA,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-in-gwalior-mp,21
Congress sidelined interest of people of this country: PM Modi in Shahdol,"BJP,Madhya Pradesh,Election,Tribal Community,Good Governance,Development,Education,Children,Voters,Democracy,Corruption,Infrastructure,Next Generation Infrastructure,Road,Hospital,School,Ayushman Bharat Yojana,Women Empowerment,Nari Shakti,Pradhan Mantri Awas Yojana,Pradhan Mantri Ujjwala Yojana,Banking,Shivraj Singh Chouhan,Media,Demonetisation,Banks,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-in-shahdol-mp,22
"PM Modi's keynote address at Singapore Fintech Festival","Singapore,Modi in Singapore,International,India First,Singapore FinTech Festival,Youth,Yuva Shakti,Finance,Technology,Knowledge,Diwali,Festival,RuPay,Unified Payment Interface,ASEAN,Social Media,Governance,United Nations,Aadhaar,Jan Dhan Yojana,Innovation,Internet Of Things,Students,Micro ATM,Healthcare,Ayushman Bharat Yojana,Farmers,Farmer Welfare,MUDRA,Entrepreneur,India Post Payments Bank,Artificial Intelligence,BHIM App,Bharat Interface for Money,Data Analytics,Goods and Services Tax,Income Tax,Government e-Marketplace,Ease Of Living,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-modi-s-keynote-address-at-singapore-fintech-festival-14-nov-2018,23
PM Modi launches various development projects in Varanasi,"Multi-Modal Transport System,Varanasi,Uttar Pradesh,Development,Human Development,Trade,Water Transport,Waterways,Next Generation Infrastructure,New India,India First,Resources,Airport,Farming,MSME,Farmer Welfare,Infrastructure,Yuva Shakti,Education,Transport,Clean Energy,Clean Ganga,Biofuel,National Highway projects,Connectivity,Tourism,Culture,Agriculture,Sabka Saath Sabka Vikas,Nature,Technology,Textile,Global,Governance Reform,Social Media,Citizen Engagement,Pollution,Employment,Jobs,Namami Gange,Sewage Treatment Plant,Electricity for all,Speeches,Ministry of Road Transport and Highways,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-modi-launches-various-development-projects-in-varanasi,24
"To take the country to newer heights of glory, it is necessary to focus on all-round development: PM Modi in Bilaspur","Chattisgarh,BJP,Election,Good Governance,Governance Reform,Development,Karyakarta,Citizen Engagement,Empowering the Poor,Resources,Yuva Shakti,Jobs,Employment,Energy,Sant Kabir,Voting,Democracy,Defence,Election Commission,Election Campaign,Caste,Freedom Fighters,Sabka Saath Sabka Vikas,Corruption,Education,Infrastructure,Next Generation Infrastructure,Pradhan Mantri Ujjwala Yojana,LPG,Banks,Jan Dhan Yojana,Clean Energy,Pradhan Mantri Awas Yojana,Demonetisation,Road,Electricity for all,School,IIT,AIIMS,Indian Railways,Ayushman Bharat Yojana,Tourism,Swachh Bharat Abhiyan,Farmer Welfare,Pradhan Mantri Krishi Sinchai Yojna,Health and Wellness Centre,Smart City,Minerals,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-a-public-rally-in-bilaspur-chhattisgarh,25
Congress must answer people why it spoke in defence of urban Maoists: PM Modi,"Chattisgarh,Jagdalpur,Election,Good Governance,Public Rally,Development,Next Generation Infrastructure,Infrastructure,Empowering the Poor,Yuva Shakti,Jobs,Governance Reform,Road,Pradhan Mantri Gram Sadak Yojana,Education,Economy,National Bamboo Mission,Environment,Sabka Saath Sabka Vikas,Terrorism,Girl Child Education,BJP,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jagdalpur-chhattisgarh,26
59 minute loan portal to enable easy access to credit for MSMEs: PM Modi,"Vigyan Bhavan,MSME,Banking,Handloom Industry,Agriculture,Farmer Welfare,Farmers,Economy,Macro-Economy,Handicraft,Good Governance,Governance Reform,Foreign Policy,Financial Inclusion,Digital India,Digital Economy,Infrastructure,Electricity,Globalization,Environment,E-Commerce,Ease Of Doing Business,Ministry of Micro Small and Medium Enterprises,GST Bill,Income Tax,Trade Facilitation Centre & Crafts Museum,Trade,e-NAM,Technology,Telemedicine,New India,Big Data Analytics,Forest,Jobs,Make In India,Farming,GDP,Minimum Support Prices,E-Governance,ESIC 2.0,Employees' Provident Fund Organisation,Jan Dhan Yojana,Pradhan Mantri Jeevan Jyoti Bima Yojana,Pradhan Mantri Suraksha Bima Yojana,Exports,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-at-the-launch-of-historic-support-and-outreach-initiative-for-msme-sector-,27
Poverty can only be defeated when we empower the poor: PM Narendra Modi,"Mera Booth Sabse Mazboot,BJP,Lok Sabha,Karyakarta,Good Governance,Election,Machhlishahr,Rajsamand,Mahasamund,Satna,Betul,Speeches,Video Conference,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-with-booth-workers-from-machhlishahr-rajsamand-mahasamund-satna-and-betul-,28
"Sardar Patel wanted India to be strong, secure, sensitive, alert and inclusive: PM Modi","Gujarat,Statue of Unity,Sardar Patel,Good Governance,Human Development,Rashtriya Ekta Diwas,EK Bharat Shreshtha Bharat,Run For Unity,History,Freedom Fighters,India First,Vision,Tourism,Development,Farmers,Technology,Yuva Shakti,Narmada River,Citizen Engagement,Culture,Agriculture,Foreign Policy,Democracy,GST Bill,Infrastructure,Next Generation Infrastructure,Road,Open Defecation Free,Swachh Bharat Abhiyan,Administration,Civil Services,Jan Bhagidari,Digital India,Rashtriya Gramin Swaraj,Ayushman Bharat Yojana,Electricity for all,Pradhan Mantri Ujjwala Yojana,One Nation One Tax,Pradhan Mantri Jan Arogya Yojana,BharatMala,Bharat Net,Governance Reform,Sardar Sarovar Dam,Environment,Forest,Tribal Community,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/sardar-patel-wanted-india-to-be-strong-secure-sensitive-alert-and-inclusive-pm-modi,29
"Science is universal, technology has to be local: PM Narendra Modi","Italy,Giuseppe Conte,Technology,Summit,Science and Technology,Development,Digital India,Ease Of Living,Direct Benefit Transfer,Innovation,Atal Tinkering Laboratories,Global Innovation Index,Economic Policy,Manufacturing,Environment,Research,Renewable Energy,Business,Information Technology,UMANG App,Common Service Centers,Yuva Shakti,Jobs,Economy,Tourism,Agriculture,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/science-is-universal-technology-has-to-be-local-pm-narendra-modi,30
PM’s remarks at joint press meet with PM Abe of Japan,"Japan,Modi In Japan,India First,Shinzo Abe,Tokyo,Space Technology,Digital India,Investment,Economy,Asia-Pacific Economic Cooperation,Peace,Solar Alliance Secretariat,International Solar Alliance,FIFA,Olympics,Sports,Asian Games,Infrastructure,Next Generation Infrastructure,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-modi-with-japanese-pm-shinzo-abe-at-a-joint-press-meet-in-japan,31
"India's rising economy, fast growing middle class and young demography offer many new opportunities to Japanese investors: PM","Japan,Modi In Japan,India First,MSME,Global,Information Technology,Technology,Internet Of Things,Infrastructure,Next Generation Infrastructure,Economy,Skill Development,Development,Climate Change,Sagarmala Project,Metro Rail,Business,#Ease Of Doing Business,Smart City,Indian Railways,Road,Start up India,Airport,Waterways,Solar Power,International Solar Alliance,Investment,Artificial Intelligence,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-make-in-india-india-japan-partnership-in-africa-digital-partnership-seminar-in-tokyo-,32
"India is rapidly transforming, world is recognizing its efforts towards serving humanity: PM Modi","Tokyo,Japan,Modi In Japan,International,India First,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-indian-community-event-in-japan,33
Development of poorest of the poor is the true symbol of peace: PM Narendra Modi during Mann Ki Baat,"Mann Ki Baat,All India Radio,Good Governance,Sardar Patel,Sports,Human Development,Olympics,Tribal Community,Development,Peace,Soldiers,Citizen Engagement,Empowering the Poor,TIME magazine,Indian Army,Science and Technology,FIFA U-17 World Cup India 2017,Economy,Youth,Yuva Shakti,Hockey,Asian Para Games,MyGov,Bhagwan Birsa Munda,World War I,Environment,Floods,Disaster Management,Dhanteras,Diwali,Bhai Dooj,Greetings,PM's Wishes,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/development-of-poorest-of-the-poor-is-the-true-symbol-of-peace-pm-narendra-modi-during-mann-ki-baat,34
"Farmers are the ones, who take the country forward: PM Modi","Farmer Welfare,Farmers,Lucknow,Scientists,Technology,Manufacturing,Agriculture,e-NAM,MSP,Good Governance,Governance Reform,Sugar Sector,Development,Economy,Soil Health Card,Pradhan Mantri Krishi Sinchai Yojna,Drip Irrigation,Per Drop More Crop,Organic Farming,Fertilizer,Neem Coating Urea,Solar Power,Solar Pump,Clean Energy,Electricity,Krishi Vigyan Kendras,Food Corporation of India,FDI,Investment,White Revolution,Blue Revolution,Milk Products,Vision,Water Conservation,Resources,Waste management,Farm Modernization,Krishi Kumbh,Green Revolution,Honey,Fisheries,Fishermen,Video Conference,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-addresses-krishi-kumbh-in-lucknow-via-video-conferencing,35
"Every effort, however big or small, must be valued: PM Modi","#Self4Society,Technology,Yuva Shakti,Skill Development,Social Empowerment,Information Technology,Social Media,Youth,Start up India,Main Nahin Hum Portal,Main Nahi Hum App,Swachh Bharat Abhiyan,Open Defecation Free,Clean India,New India,Innovation,Valmiki Jayanti,Global Warming,Environment,Farmer Welfare,Water Conservation,Drought,Drip Irrigation,Micro Irrigation,Education,Students,Honey,Agriculture,Per Drop More Crop,Income Tax,Citizen Engagement,Culture,Seoul Peace Prize,Good Governance,Olympics,Sports,Human Development,Entrepreneur,Investment,Fishermen,Solar Power,Tourism,Artificial Intelligence,Jan Dhan Yojana,Empowering the Poor,Asian Games,Narendra Modi App,Research,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-address-on-the-occasion-of-the-launch-of-main-nahin-hum-portal-app-and-interaction-with-it-professionals-on-self4society-,36
We want our weavers and artisans belonging to the carpet industry to prosper and get global recognition: PM Modi,"Textile,Varanasi,Ministry Of Textiles,Empowerment,Good Governance,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-the-carpet-expo-varanasi-via-video-conferencing-,37
"Azad Hind government represented the vision laid down by Subhas Chandra Bose, of a strong undivided India: PM Modi","Azad Hind Government,Netaji Subhas Chandra Bose,Freedom Fighters,Good Governance,India First,Anniversary,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-the-commemoration-of-75th-anniversary-of-azad-hind-fauj-at-the-red-fort-,38
National Police Memorial would inspire the citizens and educate them about the bravery of police and paramilitary personnel: PM,"National Police Memorial,Martyrs,India First,Good Governance,Infrastructure,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-on-the-occasion-of-dedication-of-national-police-memorial-to-the-nation-,39
"Shri Saibaba's teachings inspire us to build a strong unified society: PM Modi","Maharashtra,Sabka Saath Sabka Vikas,Shirdi,Social Empowerment,Good Governance,Pradhan Mantri Awas Yojana,Education,Development,Culture,Empowering the Poor,Governance Reform,Yuva Shakti,Solar Power,Energy,Electricity for all,Farmers,Children,Next Generation Infrastructure,Infrastructure,Technology,Corruption,Pradhan Mantri Ujjwala Yojana,Swachh Bharat Abhiyan,Banking,Direct Benefit Transfer,Human Development,Healthcare,Ayushman Bharat Yojana,Pradhan Mantri Jan Arogya Yojana,Hospital,Medical,Employment,Jobs,Pradhan Mantri Fasal Bima Yojana,Water Conservation,Irrigation,Jan Bhagidari,MSP,Tourism,EK Bharat Shreshtha Bharat,Airport,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-the-centenary-year-celebrations-of-shri-saibaba-samadhi,40
